,age,job,marital,default,balance
6077,42,Others,single,0,525.0
6078,33,Others,married,1,2.0
6079,40,Others,married,0,0.0
6080,40,Others,married,0,1500.0
6081,49,Others,married,0,378.0
6082,30,Others,single,0,552.0
6083,26,Others,single,0,-84.0
6084,40,Others,married,0,-240.0
6085,30,Others,married,0,501.0
6086,40,Others,married,0,5345.0
6087,48,Others,married,0,1559.0
6088,28,Others,single,0,0.0
6089,40,admin.,married,0,0.0
6090,36,Others,married,0,1989.0
6091,34,admin.,single,0,598.0
6092,39,Others,married,0,94.0
6093,40,Others,married,0,3473.0
6094,42,Others,married,0,349.0
6095,40,Others,married,0,3876.0
6096,40,Others,married,0,1934.0
6097,40,Others,married,0,2.0
6098,37,admin.,single,0,9.0
6099,24,Others,single,0,11.0
6100,34,Others,single,0,60.0
6101,28,Others,single,0,882.0
6104,31,Others,single,0,2093.0
6105,40,Others,married,0,74.0
6106,43,Others,married,0,1220.0
6107,32,Others,single,0,1342.0
6108,40,Others,married,0,6134.0
6109,40,Others,married,0,3680.0
6110,31,Others,married,0,605.0
6111,49,Others,married,0,104.0
6112,41,admin.,married,0,683.0
6115,37,Others,single,0,6714.0
6116,35,Others,married,0,623.0
6117,40,Others,married,0,234.0
6118,33,Others,married,0,599.0
6119,42,Others,married,0,9916.0
6120,33,admin.,single,0,3160.0
6121,35,admin.,single,0,0.0
6122,28,Others,single,0,2306.0
6124,44,Others,married,0,701.0
6125,26,Others,single,0,3244.0
6126,40,Others,single,0,402.0
6127,37,Others,married,0,6014.0
6128,33,Others,married,0,-81.0
6129,36,admin.,married,0,898.0
6130,28,Others,married,0,863.0
6131,37,Others,single,0,235.0
6132,32,Others,single,0,12.0
6133,49,Others,married,0,298.0
6134,36,Others,married,0,3463.0
6135,39,Others,married,0,13338.0
6136,34,Others,married,0,391.0
6137,32,Others,single,0,569.0
6138,26,Others,married,0,54.0
6141,47,admin.,married,0,3434.0
6142,40,Others,married,0,1610.0
6143,25,Others,single,0,505.0
6144,50,Others,married,0,11528.0
6146,42,Others,married,1,-581.0
6147,40,Others,married,0,0.0
6148,43,Others,married,0,7298.0
6149,29,Others,married,0,0.0
6150,36,Others,married,0,909.0
6151,40,Others,married,0,337.0
6152,47,admin.,married,0,829.0
6153,36,Others,single,0,301.0
6154,40,Others,married,0,147.0
6158,35,Others,single,0,995.0
6159,40,Others,married,0,532.0
6160,32,Others,single,0,785.0
6162,40,Others,married,0,1022.0
6163,39,Others,married,0,0.0
6164,46,Others,married,0,792.0
6165,33,admin.,single,0,490.0
6166,34,Others,married,0,417.0
6167,33,Others,married,0,2071.0
6168,40,Others,single,0,1187.0
6169,49,Others,married,0,280.0
6170,37,Others,married,0,1236.0
6171,29,Others,single,0,910.0
6172,28,Others,single,0,-994.0
6173,21,Others,single,0,1333.0
6174,44,Others,married,0,850.0
6175,30,Others,single,0,3773.0
6176,46,Others,married,0,460.0
6177,33,Others,married,0,3140.0
6178,40,Others,married,0,1028.0
6179,42,Others,single,0,4264.0
6181,32,admin.,married,0,-1.0
6182,34,Others,married,0,1682.0
6183,40,Others,married,0,814.0
6184,35,Others,married,0,819.0
6185,47,admin.,married,0,1265.0
6186,29,admin.,single,0,514.0
6187,47,Others,married,0,1764.0
6188,39,Others,married,0,275.0
6189,40,Others,married,0,592.0
6190,42,admin.,single,0,1143.0
6191,31,Others,married,0,546.0
6192,31,Others,married,0,1164.0
6195,32,Others,single,0,659.0
6196,40,Others,married,0,192.0
6197,26,admin.,single,0,-12.0
6198,30,admin.,single,0,186.0
6199,45,Others,married,0,2246.0
6200,32,Others,single,0,124.0
6201,40,admin.,married,0,2087.0
6202,40,Others,married,0,1298.0
6203,28,Others,single,1,101.0
6204,43,Others,married,0,46.0
6206,40,Others,married,0,0.0
6207,31,Others,single,0,17924.0
6208,28,admin.,married,0,167.0
6209,45,admin.,married,0,967.0
6210,33,Others,married,0,0.0
6211,42,admin.,married,0,1547.0
6212,32,Others,married,0,388.0
6213,41,Others,married,0,1.0
6214,32,admin.,married,0,0.0
6215,37,Others,married,0,80.0
6216,40,admin.,married,0,4168.0
6217,40,Others,married,0,0.0
6218,37,admin.,single,0,781.0
6219,34,admin.,married,0,804.0
6220,46,Others,married,0,993.0
6221,40,Others,married,0,34.0
6222,32,Others,single,0,0.0
6223,28,admin.,single,0,520.0
6224,46,Others,married,0,567.0
6225,44,Others,married,0,7177.0
6228,41,Others,married,0,223.0
6229,30,Others,single,0,185.0
6230,33,Others,married,0,5809.0
6231,43,Others,married,0,210.0
6232,49,Others,married,0,-199.0
6233,32,Others,married,0,897.0
6236,46,Others,single,0,593.0
6237,31,Others,married,0,1224.0
6238,34,Others,married,0,3031.0
6239,37,Others,married,0,708.0
6240,29,Others,single,0,542.0
6241,24,admin.,single,0,1141.0
6242,46,admin.,married,0,-42.0
6243,41,Others,married,0,-556.0
6244,40,Others,married,0,482.0
6245,27,Others,single,0,1501.0
6246,44,Others,married,0,1850.0
6247,39,Others,married,0,2266.0
6248,40,Others,married,0,3283.0
6249,40,Others,single,0,300.0
6250,35,Others,married,0,1.0
6252,37,Others,married,0,187.0
6253,46,Others,married,0,229.0
6254,43,Others,single,0,42.0
6255,35,Others,married,0,-367.0
6256,29,admin.,single,0,8.0
6257,40,Others,married,0,256.0
6258,40,Others,married,0,2410.0
6259,33,Others,married,0,2976.0
6261,39,Others,married,0,39.0
6263,40,Others,married,0,2030.0
6264,44,Others,married,0,-1636.0
6265,40,Others,married,0,108.0
6266,40,Others,single,0,2094.0
6267,38,admin.,married,0,47.0
6268,40,Others,married,0,618.0
6269,29,Others,single,0,162.0
6270,42,Others,married,0,-671.0
6271,40,Others,married,0,136.0
6272,40,Others,married,0,6958.0
6273,43,Others,married,0,953.0
6274,27,Others,married,0,821.0
6275,40,Others,married,0,131.0
6276,25,Others,single,0,1272.0
6277,33,Others,married,0,-306.0
6279,26,Others,single,0,1114.0
6280,30,admin.,married,0,4168.0
6281,39,Others,married,0,0.0
6282,40,admin.,married,0,0.0
6283,49,Others,married,0,3309.0
6284,49,Others,married,0,1377.0
6285,43,Others,married,0,150.0
6286,40,Others,married,0,553.0
6287,40,Others,married,0,458.0
6288,38,Others,married,0,565.0
6289,40,Others,married,0,0.0
6290,45,Others,married,0,2278.0
6291,45,Others,married,0,210.0
6292,44,Others,married,0,15578.0
6293,40,Others,married,0,236.0
6294,38,Others,single,0,1704.0
6296,40,Others,married,0,372.0
6297,35,Others,single,0,1147.0
6298,32,Others,married,0,3166.0
6299,31,Others,married,0,1074.0
6301,40,Others,married,0,1431.0
6302,40,Others,married,0,814.0
6303,30,Others,married,0,142.0
6304,37,admin.,single,0,810.0
6305,36,Others,married,0,1604.0
6307,29,admin.,single,0,488.0
6308,32,Others,single,0,4110.0
6309,36,Others,married,0,1746.0
6310,32,Others,married,0,-208.0
6311,40,Others,married,0,152.0
6312,46,Others,married,0,0.0
6314,40,Others,married,0,318.0
6315,40,Others,married,0,9072.0
6316,33,Others,married,0,3071.0
6318,40,Others,married,0,10786.0
6319,44,admin.,married,1,0.0
6320,40,admin.,married,0,879.0
6321,40,Others,married,0,1887.0
6322,28,Others,single,0,3331.0
6323,26,Others,single,0,3.0
6324,40,Others,single,0,7668.0
6326,33,Others,married,0,0.0
6328,35,Others,married,0,524.0
6329,30,Others,single,0,106.0
6330,31,Others,single,0,85.0
6331,35,Others,married,0,249.0
6332,45,Others,married,0,10.0
6333,40,admin.,married,0,523.0
6334,50,Others,married,0,1321.0
6335,29,admin.,single,0,-194.0
6336,41,Others,single,0,4517.0
6337,44,Others,married,0,964.0
6338,29,Others,single,0,923.0
6340,30,admin.,single,0,873.0
6341,37,Others,married,0,-1050.0
6343,30,Others,single,0,1466.0
6344,40,admin.,single,0,782.0
6345,33,Others,married,0,3576.0
6346,34,Others,single,0,3.0
6347,33,Others,married,0,-112.0
6348,35,Others,married,0,759.0
6349,40,Others,married,0,195.0
6350,32,Others,married,0,15.0
6351,32,Others,married,0,-1053.0
6352,44,Others,married,0,488.0
6353,40,Others,married,0,287.0
6354,40,admin.,married,0,578.0
6355,40,Others,single,0,1509.0
6356,29,admin.,single,0,3794.0
6357,36,Others,married,0,4324.0
6359,40,Others,married,0,943.0
6360,34,Others,married,0,0.0
6361,40,Others,married,0,19447.0
6362,23,Others,single,0,565.0
6363,40,Others,married,0,1541.0
6364,42,Others,married,0,1079.0
6365,50,Others,married,0,0.0
6366,31,Others,single,0,1310.0
6367,31,Others,single,0,98.0
6368,28,admin.,married,0,5.0
6369,40,admin.,married,0,0.0
6370,23,Others,single,0,9216.0
6371,30,Others,married,0,2551.0
6372,40,Others,married,0,0.0
6373,35,Others,married,0,154.0
6374,29,admin.,married,0,-150.0
6375,48,Others,married,0,427.0
6376,43,admin.,single,0,664.0
6377,40,Others,single,0,0.0
6378,38,Others,married,0,680.0
6379,30,admin.,married,0,4.0
6380,40,Others,married,0,196.0
6382,28,Others,single,0,221.0
6383,31,Others,married,0,180.0
6384,48,Others,single,0,-139.0
6385,36,Others,single,0,79.0
6387,35,Others,single,0,1120.0
6389,35,Others,married,0,2200.0
6390,40,Others,single,0,-461.0
6391,40,Others,married,0,385.0
6392,40,Others,married,0,2291.0
6393,27,Others,married,0,54.0
6394,48,Others,married,0,2850.0
6395,24,admin.,single,0,1235.0
6396,40,admin.,married,0,360.0
6397,34,Others,married,0,1352.0
6398,35,Others,married,0,905.0
6399,40,Others,married,0,138.0
6400,30,Others,single,0,0.0
6402,48,Others,married,0,-254.0
6403,35,Others,married,0,1510.0
6404,46,Others,married,0,1757.0
6405,30,Others,married,0,0.0
6406,37,Others,single,0,934.0
6407,30,Others,married,0,0.0
6408,46,Others,married,0,1217.0
6410,40,Others,single,0,82.0
6411,34,Others,married,0,438.0
6413,31,Others,married,0,0.0
6414,37,Others,married,0,374.0
6415,49,Others,single,0,-341.0
6416,38,Others,married,0,-367.0
6417,27,admin.,single,0,592.0
6419,47,Others,single,0,4819.0
6420,40,Others,married,0,-85.0
6421,26,Others,single,0,467.0
6422,29,admin.,single,0,-309.0
6423,40,Others,married,0,21522.0
6424,38,Others,married,0,467.0
6425,33,Others,married,0,870.0
6426,30,Others,single,0,-93.0
6427,36,admin.,married,0,75.0
6428,37,Others,single,0,292.0
6429,40,Others,married,0,0.0
6430,48,Others,married,0,263.0
6431,32,Others,married,0,134.0
6432,31,Others,single,0,91.0
6433,40,Others,married,0,0.0
6434,31,Others,married,0,229.0
6435,31,Others,married,0,892.0
6436,29,Others,single,0,197.0
6437,23,Others,married,0,-213.0
6438,40,Others,married,0,-321.0
6439,32,Others,single,0,604.0
6440,48,Others,married,0,606.0
6441,32,Others,married,0,1518.0
6442,44,Others,married,0,192.0
6443,35,Others,married,0,0.0
6444,46,Others,married,1,289.0
6445,31,admin.,married,0,535.0
6446,31,Others,single,0,33.0
6447,36,Others,married,0,243.0
6448,35,Others,married,0,0.0
6449,35,Others,married,0,1279.0
6450,36,Others,married,0,1327.0
6451,40,Others,married,0,297.0
6452,27,Others,single,0,740.0
6453,47,Others,married,0,278.0
6454,43,Others,married,0,553.0
6455,41,Others,married,0,406.0
6456,18,Others,single,0,5.0
6457,45,Others,married,0,2071.0
6458,41,Others,married,0,0.0
6459,34,Others,married,0,932.0
6460,46,Others,married,0,-119.0
6461,38,Others,married,0,381.0
6462,23,Others,married,0,1309.0
6463,40,Others,married,0,542.0
6464,41,Others,married,0,30.0
6465,43,Others,single,0,0.0
6466,40,Others,married,0,-15.0
6467,45,Others,married,0,318.0
6469,35,Others,married,0,5271.0
6471,31,Others,married,0,3914.0
6472,49,Others,married,0,4976.0
6473,29,Others,single,0,16.0
6474,39,admin.,married,0,1595.0
6475,41,Others,married,0,306.0
6476,34,Others,single,0,215.0
6477,39,Others,single,0,0.0
6479,33,Others,married,0,1778.0
6480,40,Others,married,0,1423.0
6481,40,Others,married,0,659.0
6482,35,Others,married,0,-31.0
6483,43,admin.,married,1,-204.0
6484,43,Others,single,0,1462.0
6485,36,Others,married,0,723.0
6486,36,admin.,single,0,3954.0
6487,45,Others,single,0,33.0
6488,47,Others,married,0,4151.0
6490,45,Others,married,0,219.0
6491,33,Others,married,0,2728.0
6493,36,Others,married,0,4388.0
6494,38,Others,married,0,-210.0
6495,34,Others,married,0,2427.0
6496,32,admin.,single,0,45.0
6497,49,Others,married,1,-74.0
6498,37,Others,single,0,2173.0
6500,28,Others,married,0,120.0
6502,30,Others,single,0,245.0
6504,39,Others,single,0,0.0
6505,26,Others,married,0,2770.0
6507,47,admin.,married,0,298.0
6508,40,Others,married,0,967.0
6509,35,Others,married,0,0.0
6510,34,admin.,married,0,0.0
6511,34,Others,married,0,1368.0
6512,40,Others,single,0,751.0
6513,47,Others,married,0,2597.0
6514,36,Others,married,0,-35.0
6515,43,Others,married,0,629.0
6516,40,admin.,married,0,1330.0
6517,40,Others,single,0,277.0
6518,38,Others,married,0,1018.0
6519,34,Others,married,0,11.0
6520,47,Others,married,0,0.0
6521,40,Others,married,0,905.0
6522,35,Others,married,0,15474.0
6523,45,Others,married,0,54.0
6524,40,Others,married,0,-246.0
6525,40,Others,married,0,0.0
6526,39,Others,married,0,1951.0
6527,40,Others,married,0,65.0
6528,31,admin.,married,0,368.0
6529,35,Others,married,0,51.0
6530,45,Others,married,0,3492.0
6532,40,Others,married,0,8403.0
6533,41,Others,married,0,978.0
6534,42,Others,married,0,165.0
6535,49,Others,single,0,350.0
6537,40,Others,married,0,2058.0
6538,29,Others,single,0,-11.0
6539,34,Others,single,0,505.0
6540,36,Others,married,0,-547.0
6541,39,Others,married,0,562.0
6543,40,Others,married,0,105.0
6544,38,Others,single,0,0.0
6545,34,admin.,single,0,66.0
6546,40,Others,married,0,0.0
6547,39,Others,married,0,13578.0
6548,40,Others,single,0,11222.0
6549,33,admin.,married,0,1737.0
6551,30,Others,single,0,54.0
6552,40,Others,married,0,2282.0
6553,24,admin.,married,0,299.0
6554,36,Others,married,0,396.0
6555,34,Others,single,0,184.0
6556,47,Others,married,0,475.0
6557,40,Others,married,0,-496.0
6559,32,Others,married,0,713.0
6560,39,Others,married,0,45.0
6561,35,Others,single,0,1496.0
6562,37,Others,single,0,0.0
6563,45,Others,married,0,886.0
6564,38,Others,married,0,4592.0
6565,40,Others,married,0,-38.0
6566,28,Others,single,0,431.0
6567,35,Others,single,0,-292.0
6568,45,Others,married,0,2571.0
6569,33,Others,single,0,191.0
6571,23,Others,single,0,8494.0
6573,40,Others,married,0,7.0
6574,27,Others,single,0,35.0
6575,34,Others,married,0,1007.0
6576,31,Others,married,0,106.0
6577,45,admin.,married,0,0.0
6578,32,admin.,married,0,0.0
6579,40,Others,married,0,216.0
6580,40,Others,married,0,746.0
6581,44,admin.,married,0,764.0
6582,41,Others,married,0,193.0
6583,40,Others,married,0,368.0
6584,31,Others,single,0,205.0
6585,25,admin.,single,0,96.0
6587,41,Others,married,0,221.0
6588,33,Others,single,0,157.0
6589,49,Others,married,0,4830.0
6590,34,Others,single,0,1039.0
6591,40,Others,married,0,71.0
6592,45,admin.,married,0,1214.0
6593,40,Others,married,0,0.0
6595,27,Others,single,0,116.0
6596,40,Others,married,0,100.0
6597,31,Others,single,0,91.0
6598,24,Others,single,0,-398.0
6599,40,Others,married,0,2820.0
6600,27,Others,single,0,223.0
6601,46,Others,single,0,2278.0
6602,23,Others,single,0,-782.0
6603,40,Others,married,0,8919.0
6604,48,Others,married,0,104.0
6605,40,Others,married,0,3387.0
6606,46,Others,married,0,0.0
6607,36,admin.,single,0,449.0
6608,30,Others,single,0,4787.0
6609,33,Others,single,0,1240.0
6610,36,admin.,single,0,191.0
6611,44,Others,married,0,2185.0
6612,36,admin.,single,0,0.0
6613,44,Others,married,0,2857.0
6614,40,Others,married,0,3782.0
6616,40,Others,married,0,6.0
6617,34,admin.,single,0,88.0
6618,35,Others,married,0,294.0
6619,40,Others,married,0,84.0
6621,38,Others,married,0,602.0
6623,28,Others,married,0,-470.0
6624,40,Others,married,0,-37.0
6625,40,admin.,married,0,2145.0
6626,32,Others,married,0,937.0
6627,40,Others,married,0,2059.0
6628,38,Others,married,0,3598.0
6629,40,Others,married,0,1206.0
6631,42,Others,married,0,46.0
6632,40,Others,married,0,534.0
6633,32,Others,married,0,-300.0
6634,40,Others,married,0,4.0
6635,40,Others,married,0,386.0
6636,46,Others,married,0,-396.0
6637,39,Others,married,0,0.0
6639,44,Others,married,0,-600.0
6640,28,Others,single,0,3733.0
6641,36,admin.,married,0,465.0
6642,43,Others,married,0,994.0
6643,25,Others,married,0,758.0
6644,31,Others,married,0,256.0
6645,40,Others,married,0,3461.0
6648,31,Others,married,0,1514.0
6649,31,Others,married,0,40.0
6650,45,Others,married,0,-320.0
6651,40,Others,married,0,566.0
6652,50,Others,married,0,388.0
6653,34,Others,married,0,577.0
6654,33,admin.,married,0,17.0
6655,40,Others,married,0,260.0
6657,42,Others,married,0,1823.0
6658,40,Others,married,0,1463.0
6660,40,Others,married,0,2769.0
6661,38,Others,married,0,215.0
6662,49,Others,married,0,12531.0
6663,49,Others,married,0,80.0
6665,40,Others,single,0,217.0
6666,38,admin.,married,0,4874.0
6667,44,admin.,single,0,275.0
6668,39,Others,married,0,738.0
6669,38,admin.,married,0,1839.0
6671,32,Others,married,0,207.0
6673,45,Others,married,0,789.0
6675,42,admin.,single,0,4253.0
6676,40,Others,married,0,255.0
6677,40,Others,married,0,582.0
6678,30,Others,married,0,743.0
6679,40,Others,married,0,570.0
6680,35,admin.,married,0,786.0
6681,34,Others,married,0,295.0
6682,35,Others,married,0,2583.0
6683,28,Others,single,0,1285.0
6684,39,Others,single,0,287.0
6685,40,admin.,married,0,658.0
6686,29,Others,married,0,246.0
6687,44,Others,married,0,3463.0
6689,28,admin.,single,0,19.0
6690,40,Others,married,0,5700.0
6692,33,Others,married,0,-346.0
6693,37,Others,married,1,-456.0
6694,37,Others,married,0,5953.0
6695,35,Others,single,0,1693.0
6696,30,admin.,married,0,350.0
6697,43,Others,married,0,-181.0
6699,34,Others,married,0,157.0
6700,40,admin.,married,0,67.0
6701,40,admin.,married,0,-444.0
6702,40,Others,married,0,0.0
6703,39,Others,married,0,171.0
6704,44,admin.,married,0,262.0
6705,32,Others,married,0,0.0
6706,34,Others,married,0,965.0
6707,44,Others,married,0,0.0
6708,30,Others,single,0,6392.0
6709,47,Others,married,0,194.0
6711,27,admin.,married,0,941.0
6714,32,Others,married,0,1844.0
6715,42,admin.,married,0,281.0
6716,31,Others,single,0,109.0
6718,31,admin.,married,0,298.0
6719,40,Others,married,1,-525.0
6720,40,Others,married,0,738.0
6721,23,Others,married,0,94.0
6725,38,Others,married,0,0.0
6726,48,admin.,married,0,112.0
6729,28,Others,single,0,-30.0
6730,31,Others,single,0,216.0
6731,38,Others,married,0,127.0
6732,43,Others,married,0,1096.0
6733,40,Others,married,0,5193.0
6734,43,admin.,single,0,6.0
6735,29,Others,married,0,339.0
6736,45,Others,married,0,0.0
6737,40,Others,married,0,625.0
6738,48,Others,married,0,3776.0
6739,30,Others,married,0,1239.0
6740,23,Others,single,0,93.0
6742,40,Others,married,0,1409.0
6743,44,Others,married,0,191.0
6744,34,Others,single,0,79.0
6745,32,Others,married,0,2263.0
6746,41,Others,married,0,10438.0
6747,31,admin.,single,0,81.0
6748,40,Others,married,0,964.0
6750,32,Others,married,0,3839.0
6751,26,admin.,single,0,586.0
6752,29,Others,single,0,600.0
6753,31,Others,married,0,1343.0
6754,48,Others,married,0,113.0
6755,27,Others,single,0,240.0
6756,30,Others,married,0,194.0
6757,28,Others,married,0,278.0
6758,35,Others,married,0,260.0
6760,35,Others,married,0,0.0
6761,31,Others,married,0,2363.0
6762,40,Others,married,0,913.0
6763,26,Others,single,0,686.0
6764,35,Others,married,0,149.0
6765,29,admin.,married,0,500.0
6766,39,Others,married,0,11766.0
6767,31,Others,single,0,137.0
6768,48,Others,single,0,0.0
6769,36,Others,single,0,335.0
6770,27,admin.,married,0,16.0
6771,49,admin.,married,0,0.0
6772,34,Others,single,0,9851.0
6773,28,Others,single,0,525.0
6774,49,Others,married,0,788.0
6775,35,Others,married,0,1016.0
6777,40,Others,single,0,999.0
6778,37,Others,married,0,2870.0
